Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,,
Ha Giang Wings Bungalow - Cánh Tiên Quán,-1,5,"Thôn Tiến Thắng Xã Phương Thiện, Hà Giang 310000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/33/92/fd/ha-giang-wings-bungalow.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/33/92/fd/ha-giang-wings-bungalow.jpg?w=800&h=-1&s=1 2x",-1,Xếp thứ 28 trong 83 nhà trọ tại Hà Giang,,
Pu Luong May Home & Cafe,-1,5,"Thành Sơn, Ba Thuoc Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/ef/9d/03/view.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/ef/9d/03/view.jpg?w=800&h=-1&s=1 2x","We ended up staying longer than planned, really liked here! Stayed in the family room, the view over the mountains is magnificent. Waking up to that was such a gem on our tour through Vietnam. The room was clean, a nice design (we think), shower great, beds more on the hard side but slept very good. We also had 3 dinners here, which we were also very happy with. Our veggie person was very happy with the choices. The coffee was lovely, so even if you’re just passing through, do yourself the favour to stop and enjoy a coffee with a fantastic view over the rice fields and mountains. A stay with a lot of hospitality and kindness, nice and quiet rooms, and last but not least a very nice team that made us feel welcomed.",Xếp thứ 2 trong 8 nhà trọ tại Ba Thuoc,,
Hoang Giang Homestay,-1,5,"Thôn Cổ Loan Thượng Xã Ninh Tiến Km 8 Đường 477, Ninh Bình 430000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/52/6f/cb/hoang-giang-homestay.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/52/6f/cb/hoang-giang-homestay.jpg?w=800&h=-1&s=1 2x","Hãy tự hỏi tại sao nhiều khách du lịch đã lựa chọn Hoang Giang Homestay khi đến Ninh Bình. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như khung cảnh dành cho gia đình cùng với loạt tiện nghi được thiết kế cho những khách du lịch như bạn.
Nếu bạn thích khám phá những địa danh nổi tiếng khi đến Ninh Bình, Hoang Giang Homestay nằm không xa Núi Kỳ Lân (2,8 km) và Đền Thái Vi (3,0 km).
Wifi miễn phí được cung cấp cho khách, và các phòng của Hoang Giang Homestay đều có điều hòa nhiệt độ, bếp nhỏ và quầy bar mini.",Số 10 trong 18 nhà khách tại Ninh Bình,,
Mayfair Suites,-1,4.5,"102C Cong Quynh Street Pham Ngu Lao Ward, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4c/d6/77/img-20191215-170833-largejpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/4c/d6/77/img-20191215-170833-largejpg.jpg?w=800&h=-1&s=1 2x",Đó là thẻ RFID Key được sản xuất tại Trung Quốc hoặc tại Việt Nam. Các quầy làm cho chúng tôi trả 18. 6 học giả cho một plastkc wich trong điên rồ. Anh chàng tiếp tân cũng rất thô lỗ sáng nay so với người kia.,Xếp thứ 7 trong 161 căn hộ cao cấp tại Thành phố Hồ Chí Minh,,
"Avi Airport Hotel
Đây có phải là doanh nghiệp của quý vị không?",-1,3.5,"B22 Cho Phu Cuong, Noibai Airport, Hà Nội 00844 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/cc/3c/dc/caption.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/cc/3c/dc/caption.jpg?w=800&h=-1&s=1 2x","Avi Airport Hotel là một lựa chọn tuyệt vời cho khách du lịch khi đến thăm Hà Nội, mang đến những tiện nghi hữu ích cho suốt thời gian lưu trú của bạn.
Các phòng khách sạn cung cấp tv màn hình phẳng, bếp nhỏ và điều hòa nhiệt độ, và Avi Airport Hotel làm cho việc kết nối internet trở nên dễ dàng vì wifi miễn phí có sẵn.
Bạn cũng có thể tận hưởng một số tiện nghi được cung cấp bởi khách sạn nhỏ, bao gồm bàn lễ tân 24 giờ, dịch vụ phòng và bảo quản hành lý. Hơn nữa, khách có thể tận hưởng nhà hàng trong suốt thời gian ở đây. Một điểm thuận tiện nữa đó là đỗ xe miễn phí có sẵn cho khách.",Số 83 trong 381 khách sạn nhỏ tại Hà Nội,,
Saint Simeon Resort & Spa,2.433.369 ₫,4.5,Phuoc Tinh 700000 Việt Nam,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/45/63/d3/princess-villa.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/45/63/d3/princess-villa.jpg?w=800&h=-1&s=1 2x","Không gian thoáng mở không khí trong lành, bên trong biệt thự nội thất hiện đại sang trọng, có hồ bơi cho cả người lớn và trẻ e, bải biển rộng đầy cát thỏa mái vui chơi và chụp ảnh, đồ ăn ngon..v.v, đúng như kỳ vọng của một chuyến nghỉ mát.",Xếp thứ 1 trong 1 biệt thự tại Phuoc Tinh,,
Saigonese Trekking House,-1,5,"02 Nguyễn Chí Thanh, Sapa 330000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/68/64/c0/saigonese-homestay.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/68/64/c0/saigonese-homestay.jpg?w=800&h=-1&s=1 2x",Tôi đã có một thời gian tuyệt vời ở đây. Phòng sạch sẽ và nhân viên thân thiện. Tôi đã thực hiện một chuyến đi bộ một ngày từ homestay này và mọi thứ thật tuyệt vời. Ngoài ra chủ quán mời chúng tôi làm chả giò tươi và ăn tối cùng nhau. Ngày tốt nhất ở Việt Nam! !,Xếp thứ 4 trong 8 nhà ngoại ô tại Sapa,,
Khu nghỉ dưỡng FLC Vĩnh Phúc,1.273.761 ₫,4,"Khu Trung, Quốc Lộ 13, Vinh Thinh 15000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/10/3e/16/flc-vinh-phuc-resort.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/10/3e/16/flc-vinh-phuc-resort.jpg?w=800&h=-1&s=1 2x","Thực sự chưa bao giờ sử dụng 1 dịch vụ được đánh giá là 5 sao nhưng phải chờ rất lâu thế này. Thường quy định là 14h đc nhận phòng, tuy nhiên với một khách sạn lớn 5 sao, lượng khác ko đông, nhưng khác phải chờ gần 2 tiếng vạ vật bên dưới sảnh cả tiếng đồng hồ. Thực sự sẽ ko bao giờ quay lại.",Xếp thứ 1 trong 1 khu nghỉ dưỡng tại Vinh Thinh,,
Khách Sạn Tràng An Luxury,-1,5,"Vạn Hạnh, Ninh Nhất, Ninh Bình Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8f/d4/18/deluxe-room.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8f/d4/18/deluxe-room.jpg?w=800&h=-1&s=1 2x","Đạt tiêu chuẩn khách sạn 2 sao với quy mô 06 tầng bao gồm 20 phòng các loại, Quý khách sẽ ấn tượng bởi thiết kế hài hòa giữa các phòng khách sang trọng cùng đầy đủ các trang thiết bị hiện đại, tiện nghi được bài trí sáng tạo và độc đáo. Tầng thượng của khách sạn là hệ thống Bar, Café & Fast food, Quý khách được thưởng thức các món ăn, đồ uống giữa khung cảnh làng quê trữ tình thơ mộng",Số 8 trong 40 khách sạn nhỏ tại Ninh Bình,,
AnBang Morning Glory Beach Homestay,574.074 ₫,5,Hội An 650000 Việt Nam,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/61/57/fd/photo0jpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/61/57/fd/photo0jpg.jpg?w=800&h=-1&s=1 2x","Tìm kiếm khách sạn ở Hội An? Hãy xem AnBang Morning Glory Beach Homestay, nhà khách bình dân, lưu trú tại đây sẽ giúp bạn khám phá Hội An một cách dễ dàng.
Wifi miễn phí được cung cấp cho khách, và các phòng của AnBang Morning Glory Beach Homestay đều có tv màn hình phẳng, điều hòa nhiệt độ và quầy bar mini.
Trong thời gian ở đây, hãy tận hưởng những tiện nghi được cung cấp bao gồm bàn lễ tân 24 giờ, nhân viên hỗ trợ khách và đổi tiền. Du khách tại AnBang Morning Glory Beach Homestay cũng được chào đón thử nghiệm bồn tắm nước nóng và bữa sáng, ngay trong khách sạn.",Số 110 trong 193 nhà khách tại Hội An,,
Thanh Tay Homestay Hoi An,-1,5,"Nguyễn Trãi Thanh Tây, Cẩm Châu, Hội An 560000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/07/45/9f/ta-img-20180212-094958.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/07/45/9f/ta-img-20180212-094958.jpg?w=800&h=-1&s=1 2x","Hãy tự hỏi tại sao nhiều khách du lịch đã lựa chọn Thanh Tay Homestay Hoi An khi đến Hội An. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như khung cảnh lãng mạn cùng với loạt tiện nghi được thiết kế cho những khách du lịch như bạn.
Là “ngôi nhà xa xứ,” các phòng khách sạn nhỏ cung cấp tv màn hình phẳng, điều hòa nhiệt độ và quầy bar mini, và kết nối mạng thật dễ dàng, với wifi miễn phí sẵn có.",Số 55 trong 101 khách sạn nhỏ tại Hội An,,
Sapa Family House Hotel,-1,4.5,"10 Ngõ Hùng Hồ, Đường Lê Quý Đôn, Sapa Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/71/d1/f7/sapa-family-house-hotel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/71/d1/f7/sapa-family-house-hotel.jpg?w=800&h=-1&s=1 2x","Tìm kiếm khách sạn nhỏ dành cho gia đình lý tưởng ở Sapa không phải là quá khó. Chào đón bạn đến với Sapa Family House Hotel, một lựa chọn đúng đắn cho những du khách như bạn.
Các phòng tại Sapa Family House Hotel cung cấp bếp nhỏ, và khách có thể được kết nối wifi miễn phí.
Ngoài ra, khi nghỉ dưỡng tại Sapa Family House Hotel khách có thể dùng dịch vụ phòng và nhân viên hỗ trợ khách. Bạn cũng có thể tận hưởng bữa sáng. Cần chỗ đỗ xe ? Đỗ xe miễn phí có sẵn tại Sapa Family House Hotel.",Số 24 trong 105 khách sạn nhỏ tại Sapa,,
Hakuna Matata Mai Chau Homestay,-1,5,"120 Chiềng Sại Village, Mai Châu 350000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/66/00/a0/activity-at-hakuna-matata.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/66/00/a0/activity-at-hakuna-matata.jpg?w=800&h=-1&s=1 2x","This is place is a PERFECT place! The rooms are very nice, the shower is awesome and the view is crazy! Vinh is an amazing host and an amazing person, so warm and caring and just want the best for you. We’ve been there for few nights and really didn’t want to leave! the village is amazing and the people there are awesome. In the village we didn’t find an amazing restaurants BUT the breakfast and the “family dinner” in the Homestay, which really feels like family by Vinh are something else - fresh vegetables, spring rolls, schnitzel and more that makes you feel like home. We couldn’t ask for better experience to enjoy our time in Mai Chau, especially in the Tet holiday with Vinh and here family.",Xếp thứ 4 trong 29 nhà trọ tại Mai Châu,,
Dịch Vụ Lưu Trú Elegant,-1,4.5,"Thôn Xuân Tiến, xã Sơn Trạch Huyện Bố Trạch, tỉnh Quảng Bình, Vườn quốc gia Phong Nha-Kẻ Bàng 510000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ce/cc/4b/photo1jpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ce/cc/4b/photo1jpg.jpg?w=800&h=-1&s=1 2x",Great ký túc xá sạch sẽ. Bữa sáng tuyệt vời. Rất hữu ích và thân thiện với nhân viên. Chỉ mất một ngôi sao vì phòng ngủ có cửa sổ nặng nề nên không có ánh sáng tự nhiên và cửa sổ cũng không mở.,Xếp thứ 7 trong 14 nhà trọ tại Vườn quốc gia Phong Nha-Kẻ Bàng,,
Green garden house,265.167 ₫,4.5,"H1/10 K561 Hai Ba Trung Street, Hội An Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/4a/5c/7f/family-room.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/4a/5c/7f/family-room.jpg?w=800&h=-1&s=1 2x","Nếu bạn đang tìm kiếm B&B bình dân ở Hội An, hãy thử nghiệm Green garden house.
Nếu bạn muốn khám phá những địa danh yêu thích khi đến Hội An, Green garden house nằm không xa Cầu Nhật Bản (0,6 km) và Fukian Assembly Hall (Phuc Kien) (0,8 km).
Các phòng khách sạn cung cấp tv màn hình phẳng, điều hòa nhiệt độ và bếp nhỏ, và Green garden house làm cho việc kết nối internet trở nên dễ dàng vì wifi miễn phí có sẵn.",Số 36 trong 52 B&B tại Hội An,,
Minh Tran Apartment and Hotel,493.979 ₫,5,"29 Ngô Gia Tự Phường Hải Châu, Quận Hải Châu, Đà Nẵng 550000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4b/2a/2a/minh-tran-apartment-and.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4b/2a/2a/minh-tran-apartment-and.jpg?w=800&h=-1&s=1 2x","Mình ở gần biển những ngày đầu còn ngày cuối mới chuyển vào trung tâm. Vị trí ở đây thực sự lí tưởng, ngay trung tâm thành phố, và mọi thứ hơn cả gia đình mình mong đợi. Nhận được sự chào đón nhiệt tình thân thiện và niềm nở từ nhân viên, có cả nuớc uống chào đón. Mình di chuyển vào hơi sớm hơn giờ check in nhưng mình không phải đợi quá lâu. Phòng ốc hoàn toàn sạch sẽ và thoáng mát , tone màu cũng như thiết kế nhìn rất nhã nhặn, tinh tế đúng gout mình thích. Căn mình thuê là căn 2 phòng, và 2 phòng tách biệt hoàn toàn, có 2 nhà vệ sinh, thuận tiện hơn rất nhiều so với căn studio mình đã ở. Từ đây mình đã đi bộ sang chợ Cồn hay chợ gì gần Bạch Đằng để mua 1 số quà, khoảng cách rất gần, nếu đi ra biển thì cũng không quá xa, chưa đến 10’ nếu di chuyển bằng xe máy. Khách sạn còn có…",Xếp thứ 5 trong 47 căn hộ cao cấp tại Đà Nẵng,,
Garden View Court,1.944.848 ₫,4.5,"101 Nguyen Du Street, Thành phố Hồ Chí Minh 71060 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/94/5a/f5/garden-view-court-serviced.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/94/5a/f5/garden-view-court-serviced.jpg?w=800&h=-1&s=1 2x",Mình đi công tác tại Hồ Chí Minh và mình chọn garden view làm địa điểm nghỉ ngơi mình thấy nơi đây thật tuyệt vị trí trung tâm chỉ mất 3 phút đi bộ là tới chợ Bến Thành và rất thuận lợi cho việc đi lại,Xếp thứ 8 trong 161 căn hộ cao cấp tại Thành phố Hồ Chí Minh,,
Hosana Resort & Spa,-1,4.5,"Ong Lang, Đảo Phú Quốc 920000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/c0/2f/a4/camellia-homestay-bar.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/c0/2f/a4/camellia-homestay-bar.jpg?w=800&h=-1&s=1 2x","Chúng tôi ở lại một tuần trong febemony và có thời gian tốt nhất. Khu vực hồ bơi là tuyệt vời và có một vài bãi biển tốt gần đó. Các nhân viên là tuyệt vời và hữu ích. Những chiếc giường dài và phù hợp :) chúng tôi nghĩ rằng vị trí này là hoàn hảo, yên tĩnh nhưng có rất nhiều địa điểm đẹp gần đó. Sẽ quay lại!",Xếp thứ 11 trong 41 nhà trọ tại Đảo Phú Quốc,,
Dream Hostel,-1,5,"59A Nguyen Thai Hoc, Hà Giang Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/6f/d1/cb/this-is-the-back-door.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/6f/d1/cb/this-is-the-back-door.jpg?w=800&h=-1&s=1 2x","Hostel mới xây ở ngay trung tâm thành phố Hà Giang, phòng tương đối rộng rãi và sạch sẽ, nhân viên vui vẻ và hỗ trợ nhiệt tình. Khách sạn có hỗ trợ book xe đến các địa điểm khác trong Hà Giang, hoặc đi Sapa, về Hà Nội... Sẽ quay lại nếu có dịp",Xếp thứ 29 trong 83 nhà trọ tại Hà Giang,,
Sol de Villa,-1,5,"218 Ly Thai to, Hoi an Ancient Town, Hội An Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/72/7b/7b/family-room.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/72/7b/7b/family-room.jpg?w=800&h=-1&s=1 2x","Hãy tự hỏi tại sao nhiều khách du lịch đã lựa chọn Sol de Villa khi đến Hội An. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như khung cảnh dành cho gia đình cùng với loạt tiện nghi được thiết kế cho những khách du lịch như bạn.
Nếu bạn muốn khám phá những địa danh yêu thích khi đến Hội An, Sol de Villa nằm không xa Cầu Nhật Bản (0,0 km) và Lune Performing Center Hoi An (0,4 km).
Các phòng khách sạn cung cấp tiện nghi như điều hòa nhiệt độ, và khách có thể online với wifi miễn phí được cung cấp bởi khách sạn nhỏ.",Số 56 trong 101 khách sạn nhỏ tại Hội An,,
Thanh An Homestay,-1,4.5,"37 Chu Văn An Phú Hội, Huế 530000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/f5/f8/75/thanh-an-hostel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/f5/f8/75/thanh-an-hostel.jpg?w=800&h=-1&s=1 2x","Dịch vụ tuyệt vời! Trước khi ở hostel này mình ở 1 hostel khác trên đường Ngô Quyền, nhưng sau khi xem phòng mình đổi nơi ở luôn, ấn tượng rất tốt từ ban đầu. Đầu tiên là địa điểm: ở Phố Tây nên sạch sẽ, văn minh, đi bộ ra cầu Tràng Tiền gần, loanh quanh có các pub, bar nhỏ, quán ăn, minimart... rất tiện. Phòng ốc sạch sẽ, mình ở phòng tầng 2 có ban công, view phố Tây rất thoáng, phòng tuy nhỏ (phù hợp kiểu hostel) nhưng gọn gàng và đầy đủ tiện nghi. Bếp nấu ăn ngon như cơm nhà, mình ở đây 5 ngày, đều ăn cơm cùng với anh chị chủ nhà, chị chủ rất vui tính, hỏi thăm chỉ dẫn rất chu đáo, anh chủ từ tốn và thân thiện, nhân viên tận tình, tiếng Anh tốt, bác bảo vệ cũng rất vui vẻ. Ăn bữa cơm nào cũng đều như cơm mẹ nấu. Đường sá thuận tiện đi lại, dưới tầng 1 có bar nhỏ, khách Tây…",Xếp thứ 30 trong 82 nhà trọ tại Huế,,
Tam Coc Ecofield Bungalow,447.575 ₫,4.5,"Khu Du Lich Tam Coc - Bich Dong Van Lam, Ninh Hai, Hoa Lu, Ninh Bình Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e4/d1/98/vue-de-l-exterieur.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e4/d1/98/vue-de-l-exterieur.jpg?w=800&h=-1&s=1 2x","Địa điểm là tuyệt vời. Khung cảnh tuyệt đẹp, yên bình, nhưng vẫn có thể đi bộ đến thị trấn và gần Hàng Mua và các điểm du lịch khác. Thật tuyệt khi ở một nơi thật giản dị. Chúng tôi cảm thấy thực sự được chăm sóc bởi gia đình. Họ rất tốt bụng và hữu ích. Chiếc giường thực sự thoải mái và căn phòng thật quyến rũ. Tôi chắc chắn sẽ đề nghị chỗ ở này cho bất cứ ai ghé thăm. Tôi sẽ ở lại đây một lần nữa! !",Số 3 trong 8 B&B đặc biệt tại Ninh Bình,,
Nhà nghỉ Hà Nội Light,-1,4,"11 ngõ Nhà Chung, phố Nhà Chung,, Hà Nội 10000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ee/96/11/light-hostel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ee/96/11/light-hostel.jpg?w=800&h=-1&s=1 2x","Mình đặt phòng 2 đêm ở khách sạn. Phòng ốc rất thoải mái, nhân viên nhiệt tình. Giúp mình bê đồ, làm đồ ăn sáng. Hướng dẫn mình những địa điểm có thể thăm quan Hà Nội. Nếu có dịp trở lại Hà Nội nhất định sẽ ở thêm",Xếp thứ 65 trong 200 nhà trọ tại Hà Nội,,
"Van Anh Backpacker Hostel
Đây có phải là doanh nghiệp của quý vị không?",-1,4.5,"Son Trach, Bo Trach, Vườn quốc gia Phong Nha-Kẻ Bàng Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ce/31/7b/img-20180113-125849-largejpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ce/31/7b/img-20180113-125849-largejpg.jpg?w=800&h=-1&s=1 2x","Nếu bạn không cần sang trọng và bạn đánh giá cao sự linh hoạt và thân thiện, nhà trọ này là một nơi thực sự tốt để ở! Tôi và hai người bạn của tôi đã có một trải nghiệm tuyệt vời ở đây. Các gia đình có ký túc xá rất đẹp và họ đã cho chúng tôi phòng của chúng tôi lúc 4 giờ sáng (khi đến với xe buýt) - dịch vụ thực sự tuyệt vời! ! ! Các phòng không phải là tuyệt vời nhưng tất cả các quyền cho giá cả!",Xếp thứ 8 trong 14 nhà trọ tại Vườn quốc gia Phong Nha-Kẻ Bàng,,
"Dalat Eco Hotel
Đây có phải là doanh nghiệp của quý vị không?",-1,4.5,"C48-49 Hoang Van Thu, Ward 4, Đà Lạt Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/92/a6/70/img-20181129-183530614.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/92/a6/70/img-20181129-183530614.jpg?w=800&h=-1&s=1 2x","Đến Đà Lạt, nơi đây sẽ là lựa chọn tuyệt vời nếu bạn không thích homestay hoặc resort 5 sao. Gia đình mình ở đây chỉ 2 đêm ( lẻ ra nhiều hơn) do sự nhầm lẫn của mình 😍. Khách sạn ở vị trí trung tâm dễ dàng di chuyển đến những điểm du lịch nổi tiếng, sát bên vách nem nướng Bà Hùng luôn nè. Đặc biệt là nhân viên ở đây rất nhiệt tình và hiếu khách, không biết ăn gì uống gì các bạn cứ hỏi, câu trả lời sẽ đầy đủ và nhiều hơn những thông tin bạn cần. Nếu có dịp chắc chắn mình sẽ quay lại 🥰",Số 1 trong 52 khách sạn đặc biệt tại Đà Lạt,,
Saigon Riverside Retreat,-1,4.5,"199Bis Nguyễn Văn Hưởng Quán ăn Bờ Sông, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/37/ac/76/saigon-riverside-retreat.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/37/ac/76/saigon-riverside-retreat.jpg?w=800&h=-1&s=1 2x","Hãy tự hỏi tại sao nhiều khách du lịch đã lựa chọn Saigon Riverside Retreat khi đến Thành phố Hồ Chí Minh. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như khung cảnh sang trọng cùng với loạt tiện nghi được thiết kế cho những khách du lịch như bạn.
Trong khi ở Saigon Riverside Retreat, du khách có thể khám phá Binh Quoi Village (2,3 km) và Pháp Viện Minh Đăng Quang (3,2 km), một trong những điểm đến hàng đầu của Thành phố Hồ Chí Minh.",Số 16 trong 125 nhà khách tại Thành phố Hồ Chí Minh,,
Khách Sạn Bạch Dương,-1,4,"96B 1/10 Trần Phú, P. Lộc Thọ, Nha Trang Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/9e/85/22/bach-duong-hotel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/9e/85/22/bach-duong-hotel.jpg?w=800&h=-1&s=1 2x","Khách Sạn Bạch Dương là một lựa chọn tuyệt vời cho khách du lịch khi đến Nha Trang, cung cấp không khí lãng mạn cùng với nhiều tiện nghi hữu ích cho kì nghỉ của bạn.
Khi ở tại Khách Sạn Bạch Dương, du khách có thể khám phá Giáo Xứ Thánh Giuse (0,9 km) và Bac Thanh Church (1,7 km), những điểm đến hàng đầu của Nha Trang.
Khách Sạn Bạch Dương là khách sạn nhỏ lãng mạn cung cấp bếp nhỏ, quầy bar mini và tủ lạnh trong phòng và thật dễ dàng kết nối khi ở đây vì wifi miễn phí được cung cấp cho khách.",Số 16 trong 235 khách sạn nhỏ tại Nha Trang,,
"Nam Hung Hotel Nha Trang
Đây có phải là doanh nghiệp của quý vị không?",-1,4,"18A Biet Thu Street, Nha Trang Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/67/3f/8e/img-20161009-wa0008-largejpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/67/3f/8e/img-20161009-wa0008-largejpg.jpg?w=800&h=-1&s=1 2x","Trong tôi sẽ là một thời gian khó quên. Tìm lại chút không khí yên bình và sự thư thái nơi đây. Không có gì tốt, vui khi được hoà quện vào không khí quê hương. Phục vụ nhiệt tình, đồ ăn đậm chất hương vị. Xin chân thành cám ơn ban tổ trức khách sạn.",Số 4 trong 43 khách sạn đặc biệt tại Nha Trang,,
"Trang An Valley Bungalow
Đây có phải là doanh nghiệp của quý vị không?",-1,4,"497B Road, Truong Yen Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/a4/34/fb/photo9jpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/a4/34/fb/photo9jpg.jpg?w=800&h=-1&s=1 2x","Mình và Linh, có 2 ngày1 đêm tại homestay Trang An valley bungalow. Phải nói là nơi đây rất tuyệt vời, từ cảnh quan, đến con người. Nhân viên ở đây rất nhiệt tình, tốt bụng, mình book theo combo 2 người, bao gồm xe máy. Đến nơi nhân viên tư vấn rất nhiệt tình, xem mình và bạn mình muốn đi đâu chơi trước . cho mình chọn xe đi. Thật buồn là lúc ra khỏi tràng an, xe bị hỏng. A chị ở homestay đã đến nơi và đợi xe sửa xong, mang về giúp mình. Nhưng mình cũng phải xl vì mình mang chìa khóa về homestay, khiến a chị ấy phải đẩy xe về. Thấy có lỗi quá. Đến với trang an valley bungalow, bạn sẽ được hòa mình vào bầu không khí trong lành của thiên nhiên nơi đây, buổi sáng ra bể bơi chụp ảnh cũng rất tuyệt, cho những ai thích chụp ảnh giống bọn mình. Buồn là hôm mình đến, bể bơi đang dọn…",Số 1 trong 1 khu nghỉ dưỡng đặc biệt tại Truong Yen,,
