Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_ShoppingTour,,,
Xéo Xọ,-1,5.0,"43 Đặng Thị Nhu Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/3c/e8/f3/the-new-logo.jpg?w=900&h=600&s=1,"Sản phẩm chất lượng, kiểu dáng làm mình rất thích. Mong muốn của hàng sẽ thêm nhiều mẫu mã hơn. Sẽ tiếp tục ủng hộ lâu dài.",Số 61 trên 522 Mua sắm ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d10794875-Reviews-Xeo_Xo_Sai_Gon-Ho_Chi_Minh_City.html,,,
Ha Chi Tailors,-1,5.0,"21 Hoang Dieu Street, Hội An 47463 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/8a/2d/8e/a-happy-customer.jpg?w=800&h=500&s=1,"Ha and Chi are wonderfully kind and attentive people. They have a massive selection of fabrics to choose from and will help you pick if you got overwhelmed like I did.
Prices are great, bought a ton of stuff, most of which only took 1 fitting to get right. One of the best shopping experiences I've ever had.",Số 245 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d6548275-Reviews-Ha_Chi_Tailors-Hoi_An_Quang_Nam_Province.html,,,
Hottuna Handmade Clothes,-1,5.0,"37 Võ Thị Sáu, Huế 530000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/30/e9/3c/handmade-store.jpg?w=900&h=600&s=1,I loved my experience here. Loc made me a beautiful fop. Excellent quality workmanship and well fitted. I am of generous proportions so sometimes clothes shopping is not much fun but I was so well looked after here. Thanks very much.,Số 8 trên 47 Mua sắm ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d15608848-Reviews-Hottuna_Handmade_Clothes-Hue_Thua_Thien_Hue_Province.html,,,
Carlo Pham,-1,5.0,"9 Hàng Mành Hang Gai ward, Hoan Kiem district, Hà Nội 100000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/22/80/1e/feedback-from-carlo-s.jpg?w=800&h=500&s=1,Sản phẩm tuyệt vời đẹp chất liệu tốt nhân viên bán hàng thân thiện với mọi người đáng tin tưởng để muA,Số 57 trên 525 Mua sắm ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25175280-Reviews-Carlo_Pham_Tailor-Hanoi.html,,,
Minh Loan Fashion,-1,5.0,"343 Nguyen Duy Hieu, Hội An 51000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/62/6a/0f/getlstd-property-photo.jpg?w=800&h=500&s=1,"10 years ago we visited Hoi An and had the most lovely clothes made for us. Fast Forward to 2019 and we went back. Minh Loan is still the most gentle beautiful lady who with her helpers makes clothes for you that make you feel special.
We love clothes from the 1950's, lovely Sundresses made in Linen, Classic Mens shirts in Linen. Cute Heart Necklined Dresses made in English Cotton. I have a mum tum unfortunately and Minh Loan made me tailored work skirts in Italian Fabrics that fit me perfectly and make me feel like a serious grown up. She has an excellent selection of Linen, we splashed out and had a Linen Sheet Set and Duvet cover made for my son. It is the best nights sleep he has had since we put them on his bed.
When you go to Minh Loan, take clothes that you need altering she will make them fit you perfectly again. Take photos of clothing you admire, she will replicate them. It is best to always go with a photo on your phone or printed out so then there is no confusion. Take your old favourite clothing and have made over and over again.
We took in over 20 Family members the week we were there and Minh Loan and the team treated everyone well, they show no judgement at the younger family members requesting short or revealing clothing, they just make it exactly as requested.
I also had some really lovely cushion covers made in a French Antique Fabric I took with me. We are so grateful for Minh Loan tailor shop as come home with clothes and home furnishings that suit who we are not what is in the shops.
Truly it is overwhelming the choice of tailors in Hoi An but do yourself a favour, get a tax to this Tailors, it is off the beaten track, it is a hidden gem. I am not going to mention prices but to say it is extremely reasonable and you will not be disappointed at all. We don't haggle here. We hope you love it there as much as we do. There is also a good shoe shop next door, Minh Loan will introduce you!
She will get you measured up very quickly, you come back to try on the next day usually and there is not much mucking about. If you have a child she lets them sit on the couch, use her wifi, gives them a sprite or a water and it is a very relaxed environment.
You can take your own material or use hers.",Số 282 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d3813496-Reviews-Minh_Loan_Fashion-Hoi_An_Quang_Nam_Province.html,,,
Micky Tailor,-1,5.0,"44Tran Hung Dao, Hội An 0084 Việt Nam",-1,"Ask for Yum, she is si chatty, nice and speaks good english. She has a great sense of fashion and will give you good deals if you bargain. We got a beautiful suit, blazer, three silk blouses and a trench coat made in less than two days. Can't recommend enough... Will always cherish this experience in Hoi An!",Số 267 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d3479565-Reviews-Micky_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Huy Minh Silver,-1,5.0,"10 Lê Lợi, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e3/30/d4/customer.jpg?w=900&h=600&s=1,Chúng tôi đến có đặt 3 đôi hoa tai theo hình trên điện thoại và 2 chiếc nhẫn cho cháu gái. Người thợ Huy Minh làm rất tuyệt vời tài tình bàn tay khéo léo. Nhân viên phục vụ rất thân thiện tư vấn đạt theo yêu cầu trong trí tưởng tượng của tôi. Cám ơn Huy Mình thôi hồn phố cổ Hội An vào đồ trang sức.,Số 261 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d19268154-Reviews-Huy_Minh_Silver-Hoi_An_Quang_Nam_Province.html,,,
Mr Xe II,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f3/a7/0e/photo3jpg.jpg?w=800&h=500&s=1,"Mr Xe's place was recommended by a friend. I recommended it to two more friends, both of whom gave me great feedback. Then it was my turn. And I recommend it to you too. Friendly staff, efficient service, excellent quality control, fair prices and clothes designed to your needs. I recommend them to you as a positive life experience and a chance to get some great clobber.",Số 268 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d7333716-Reviews-Mr_Xe_II-Hoi_An_Quang_Nam_Province.html,,,
New World Tailor,-1,4.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/37/b0/d5/new-world-tailor.jpg?w=900&h=600&s=1,"I bought a shirt and jacket at New World tailors. When I got home I discovered that the shirt had a stain on that would not come off. I messaged New World with photos and they had another shirt made and mailed to me in New Zealand, quickly and with no charge. Great Service.",Số 257 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d2413064-Reviews-New_World_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Little Daisy Hoi An,-1,5.0,"36 Tran Quy Cap, Hội An 563800 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/8a/a2/d8/student-made-from-first.jpg?w=900&h=600&s=1,"I did the sewing class with my daughter of 11 years old, and she loved it. She made her tailord made dress. Daisy was very attentive to us and it was just the 2 of us. My daughter and i loved it and i strongly recommend it!!!!",Số 249 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d24027029-Reviews-Little_Daisy_Hoi_An_Embroidery_Sewing_workshop-Hoi_An_Quang_Nam_Province.html,,,
Duyen Home,-1,5.0,"38 Nguyễn Huệ Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/1b/74/0c/namecard.jpg?w=800&h=500&s=1,Sản phẩm đẹp. Chất lượng tuyệt vời. Dịch vụ tốt. Rất hài lòng với dịch vụ và chất lượng của sản phẩm.,Số 49 trên 522 Mua sắm ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d14928683-Reviews-Duyen_Home-Ho_Chi_Minh_City.html,,,
TY Ha Na tailor custom,-1,5.0,"365 Nguyễn Duy Hiệu Phố cổ , HỘI An, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/d3/d7/89/20190607-115355-largejpg.jpg?w=800&h=500&s=1,"Chủ shop thân thiện , tư vấn nhiệt tình lắm ạ .
Giá cả phải chăng . 🥰
Cảm ơn shop đã may cho cái váy xinh xinh đi tiệc ạ !",Số 223 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d15758181-Reviews-Ty_Ha_Na_Cloth_Shop-Hoi_An_Quang_Nam_Province.html,,,
Heavenly,-1,5.0,"44 Trần Hưng Đạo, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/3b/f8/7c/getlstd-property-photo.jpg?w=900&h=600&s=1,"Ly is absolutely wonderful! She is very patient and kind - I had my custom jumpsuit altered twice to get the perfect fit! I came in for my first fitting one afternoon and it was ready by the morning! I had it fitted twice within the second day and it turned out beautifully. Ly is very very talented at what she does, and incredible friendly and sweet! The material is a great quality and she can literally make anything you dream of! Come in with a picture and Ly can make it for you!
Thank you for the wonderful experience!!",Số 232 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d11717959-Reviews-Heavenly-Hoi_An_Quang_Nam_Province.html,,,
Laiday Refill,-1,5.0,"47/1 Quoc Huong Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f1/29/ea/getlstd-property-photo.jpg?w=800&h=500&s=1,"Không gian thoải mái, nhân viên rất thân thiện và niềm nỡ, nhiều sản phẩm thân thiện với môi trường, và có thể refill chai lọ rỗng khi mình dùng hết sản phẩm, rất đáng để ghé thăm Laiday",Số 60 trên 522 Mua sắm ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d16913859-Reviews-Laiday_Refill-Ho_Chi_Minh_City.html,,,
Smile Travel Agency,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/22/f6/8e/my-familly-from-israel.jpg?w=1000&h=-1&s=1,"Tôi đã đặt 3 tour tại văn phòng với Ms Vân. Tour Hạ Long, Sapa và Bái Đính - Tràng An. Ms Vân và các đồng nghiệp rất nhiệt tình, cung cấp cho chúng tôi rất nhiều thông tin về chương trình, nội dung. Hạ Long rất đẹp và con tàu Ms Vân gợi ý cho chúng tôi phục vụ cũng rất chu đáo. Sapa với những chuyến hành hương thâm nhập vào bản làng của các dân tộc thiểu số rất thú vị. Bính Đính thì rất tuyệt vời với khuôn viên có đến hàng trăm bức tượng cùng với Tràng An là khu thiên nhiên sông nước rất trữ tình. Tôi đánh giá cao sự tư vấn nhiệt tình cũng như độ chính xác mà văn phòng Smile Travel đưa lại. Sẽ tiếp tục quay lại đây lần nữa!",Số 6 trên 525 Mua sắm ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d12413408-Reviews-Smile_Travel_Agency-Hanoi.html,,,
Focohoian,-1,5.0,"110 Phan Châu Trinh, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ac/70/e0/getlstd-property-photo.jpg?w=900&h=600&s=1,"on our latest trip to HoiAn we found this shop and grabbed some T Shirts for our self's and then decided to get some done for my husbands dart team. Awesome, they were great and the team loved them, would highly recommend anyone to use this shop for there T Shirts and designs, just brilliant service.",Số 270 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d13358112-Reviews-Focohoian-Hoi_An_Quang_Nam_Province.html,,,
Hay Hay,-1,5.0,"113 Nguyen Thai Hoc Street, Hoi An City 113 Nguyen Thai Hoc Street,minh An, Hoi An, Hội An 560000 Việt Nam",-1,"Meravigliosa boutique di vestiti con staff gentilissimo e puntuale. Super professionali e carini.
Ci siamo portati in Italia pezzi unici con prezzi veramente buoni. Consiglio di ascoltare i consigli delle d’arte perché sono precisissime. Spediscono in Italia",Số 256 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d24182189-Reviews-Hay_Hay-Hoi_An_Quang_Nam_Province.html,,,
Madame Hien Pearls,-1,5.0,"1 Đường Trần Hưng Đạo Phú Quốc Centre, Dương Đông, Đảo Phú Quốc 92500 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/45/04/32/khach-hang-uy-tin-khac.jpg?w=800&h=500&s=1,"This family-run business specializes in providing quality, genuine pearls and exquisite jewelry. The owners make sure that each pearl is handpicked, polished, and selected carefully to ensure that customers are buying the best product. You can find a wide selection of pearls from classic round and oval shapes to more unusual shapes like baroque and keshi pearls. Madame Hien Pearls also offers a range of jewelry from classic pearl necklaces and earrings to more modern designs. The staff is friendly and knowledgeable, and they are willing to help you find the perfect piece for your collection. The store is also well-priced, so you can find the perfect pearl or piece of jewelry at a great price. A visit to Madame Hien Pearls is an experience that you will never forget.",Số 8 trên 17 Mua sắm ở Dương Đông,https://www.tripadvisor.com.vn/Attraction_Review-g1184679-d25326079-Reviews-Madame_Hien_Pearls-Duong_Dong_Phu_Quoc_Island_Kien_Giang_Province.html,,,
Cửa hàng quà tặng và đặc sản,-1,5.0,"08 Hoàng Văn Thụ, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/47/d7/94/homely-tailor.jpg?w=800&h=500&s=1,"Ngờ người bạn,tôi đã có được một sản phẩm như ý,giá cả hợp lý,nhân viên thân thiện,nhiệt tình!Tôi rất hài lòng👍👍👍",Số 230 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d17713931-Reviews-Homely_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Shop da Lobo,-1,5.0,"17 Phan Đình Phùng, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/d3/eb/c2/logo-lobo-leather.jpg?w=900&h=600&s=1,"I went in to buy a belt, ended up with a belt and a bag, both very good quality at very reasonable prices. The staff were friendly and helpful. This is a real gem",Số 253 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d17558615-Reviews-Lobo_Leather-Hoi_An_Quang_Nam_Province.html,,,
Gốm Phú Quý,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/66/5c/3e/g-m-phu-quy-10-hang-bong.jpg?w=800&h=500&s=1,"Lovely service, extremely helpful. Also did an excellent job wrapping up my teapot and it made it home in perfect condition!",Số 62 trên 525 Mua sắm ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25178189-Reviews-G_m_Phu_Quy-Hanoi.html,,,
Tahoe Tailors,-1,5.0,"130 Trần Quang Khải Cẩm Châu, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/f0/9a/e2/store-from-the-street.jpg?w=800&h=600&s=1,"Twee pakken hier laten maken. 1 keer alles laten opmeten en stof uitgekozen. 1,5 dag later passen en daarna twee keer terug gekomen om bij te stellen. Alles was professioneel en de kwaliteit is goed. Pakken passen perfect.",Số 221 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d15142012-Reviews-Tahoe_Tailors-Hoi_An_Quang_Nam_Province.html,,,
Bali Cloth Shop,-1,4.5,"01 Hoàng Văn Thụ Minh An, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/af/30/7a/bali-clothshop.jpg?w=800&h=600&s=1,"Got a dress for my wife, 2 shirts and a pair of trousers made over a couple of days! Brilliant quality and very friendly staff. Enjoyed the experience, much more personal than the larger stores!",Số 279 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d6855864-Reviews-Bali_Cloth_Shop-Hoi_An_Quang_Nam_Province.html,,,
Thu Linh 2,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/cd/82/2c/photo0jpg.jpg?w=800&h=600&s=1,"Thu Linh 2 is the best choice in tailors when getting a suit in Hoi An. Everyone was so friendly and patient during the process, listening and answering my questions, and I’m so happy to be headed home with my suit and dress.Great Service and Quality with good price.",Số 263 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d4737679-Reviews-Thu_Linh_2-Hoi_An_Quang_Nam_Province.html,,,
Hiệu Vải Phú Phú,-1,5.0,"02 Phan Bội Châu, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/6d/8d/65/careful-measurements.jpg?w=800&h=600&s=1,"The fact I think this is the best tailor shop in Hoi An is witnessed by the fact almost my entire wardrobe comes from this shop and the wonderful Thao. She is wonderful and helpful and will make sure you get exactly what you wanted.
But it should be noted that the shop has moved from Hai Ba turn to 02 Phan Boi Chau",Số 251 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d6947261-Reviews-Phu_Phu_Cloth_Shop-Hoi_An_Quang_Nam_Province.html,,,
Hiệu Vải Phú Phú,-1,5.0,"02 Phan Bội Châu, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/6d/8d/65/careful-measurements.jpg?w=800&h=600&s=1,"The fact I think this is the best tailor shop in Hoi An is witnessed by the fact almost my entire wardrobe comes from this shop and the wonderful Thao. She is wonderful and helpful and will make sure you get exactly what you wanted.
But it should be noted that the shop has moved from Hai Ba turn to 02 Phan Boi Chau",Số 251 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d6947261-Reviews-Phu_Phu_Cloth_Shop-Hoi_An_Quang_Nam_Province.html,,,
Nhasilk,-1,5.0,"82 Hoa Lan Phường 7, Quận Phú Nhuận, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/26/8e/bd/getlstd-property-photo.jpg?w=800&h=500&s=1,"Tôi biết đến Nhasilk qua một bài viết gợi ý về quà tặng cho sếp nam. Sau một hồi tham khảo và tìm hiểu về cửa hàng qua wedsite và trang facebook tôi quyết định đến cửa hàng trực tiếp mua xem sản phẩm và mua hàng. Cửa hàng nằm ở địa chỉ dễ tìm thuộc Phú Nhuận, cũng may nhà tôi gần đó. Ấn tượng đầu tiên của tôi là cách thức chào đón khách hàng từ bảo vệ đến nhân viên đều thân thiện và chuyên nghiệp. Tiếp đến là cửa hàng, tôi là người khá thích những không gian sang trọng và đẹp mắt nên cách decor tại Nhasilk khiến tôi thích thú và thoải mái hơn trong việc lựa chọn sản phẩm. Sau một vài tư vấn của nhân viên tôi đã chọn một chiếc cà vạt lụa sọc xám xanh làm quà tặng cho sếp. Thật tuyệt vì sếp tôi rất thích món quà này, tôi sẽ quay lại Nhasilk nhiều lần nữa.",Số 65 trên 522 Mua sắm ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17423734-Reviews-Nhasilk-Ho_Chi_Minh_City.html,,,
09 Leather Goods,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/23/46/42/photo0jpg.jpg?w=800&h=600&s=1,Cau hjälpte oss med en fantastisk service som gav fina skor och en väska till min fru. Vi blev mycket nöjda.,Số 275 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d5207570-Reviews-09_Leather_Goods-Hoi_An_Quang_Nam_Province.html,,,
BEAN Tailor,-1,5.0,"68 Phan Bội Châu, Minh An, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/dc/3a/41/bean-tailor-in-hoi-an.jpg?w=800&h=500&s=1,Lucy was very helpful and made me and two friends amazing suits for a reasonable price. 10/10 would recommend to anyone.,Số 1 trên 3 Mua sắm ở Minh An,https://www.tripadvisor.com.vn/Attraction_Review-g25379304-d25445330-Reviews-BEAN_Tailor-Minh_An_Hoi_An_Quang_Nam_Province.html,,,
Hiệu Vải Mai Xuân,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/86/4e/b2/clothshop-mai-xuan.jpg?w=800&h=600&s=1,"Si comme moi vous fuyez les boutiques d'Hoi An et leurs vendeurs si insistants, courrez chez Mai ! C'est une personne très douce et chaleureuse qui vous mettra tout de suite en confiance. Elle m'a confectionné deux robes que j'adore : une était déjà en modèle dans le magasin et j'ai choisi une autre couleur, l'autre est la réplique d'une de mes robes fétiches dans un modèle liberty. Elles sont de très bonne qualité et surtout parfaitement ajustées ! Elle n'a pas hésité à me donner des conseils judicieux sur ma morphologie et a retouché les robes plusieurs fois jusqu'à ce que je sois pleinement satisfaite.

Thanks for everything Mai !
Salomé",Số 272 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d9995118-Reviews-Cloth_Shop_Mai_Xuan-Hoi_An_Quang_Nam_Province.html,,,
Moon Custom Tailor,-1,5.0,"103 Phan Chu Trinh, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/3f/1b/0c/we-are-looking-forward.jpg?w=800&h=500&s=1,I’ve just come across Moon’s card from our trip to Vietnam 6 months ago. We are still so happy with the coat and suit made for me and my partner. They have been worn regularly and are faring well. Thien was lovely and she was not pushy like we found in a couple other places we wandered into and they worked so quickly as we were only in Hoi An a few days. There was a fair price set and it was fantastic value. Amazing! Would definitely come back 😊,Số 273 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d19068571-Reviews-Moon_Custom_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Phuong Mai CustomTailor,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/86/5d/4a/cloth-shop.jpg?w=800&h=500&s=1,"Đến với Phương Mai Custom Tailor, tôi đã nhận được sự tư vấn về tất cả như kiểu cách, chất liệu vải... cho phù hợp và rồi tôi đã có một bộ trang phục vô cùng ưng ý. Người của Shop Phương Mai phục vụ rất chuyên nghiệp tạo cho tôi cảm giác hài lòng và thật an toàn khi đến đây..... Thật tuyệt vời!
Tôi nhất định sẽ quay lại khi có dịp đến Hội An!",Số 260 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d10031238-Reviews-Phuong_Mai_CustomTailor-Hoi_An_Quang_Nam_Province.html,,,
Gia Huy Silk Tailor Shop,-1,5.0,"44 Võ Thị Sáu Phú Hội, Huế 530000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/34/eb/75/getlstd-property-photo.jpg?w=800&h=600&s=1,"This tailor is absolutely brilliant! Within 24 hours she made me 2 tops, 3 pairs of trousers and a dress. She also adjusted some trousers I’d bought from Thailand for free! I also had a fitting in that time where all adjustments were happily made.

I’m so so happy with the garments and I couldn’t recommend them enough! If you’re in Hue this is the only tailor to go to, great range of fabrics and great service!",Số 9 trên 47 Mua sắm ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d15296910-Reviews-Gia_Huy_Silk_Tailor_Shop-Hue_Thua_Thien_Hue_Province.html,,,
Le Pavillon Tailor,-1,5.0,"75 Nguyễn Thị Minh Khai Hội An, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/08/55/05/le-pavillon-hoi-an-tailor.jpg?w=800&h=500&s=1,"Sono stata da loro qualche giorno fa per farmi fare un vestito. Purtroppo non ci siamo capiti sul modello da creare e sono uscita dal negozio senza vestito ma le sarte sono state sempre molto molto cortesi e disponibili e avrebbero rifatto l'abito se non fossi dovuta partire dopo qualche ora. Lo consiglio davvero! Io stessa ci tornerò, un giorno",Số 248 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d12606964-Reviews-Le_Pavillon_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Chau Doc Food Market,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/77/bf/5f/chau-doc-food-market.jpg?w=800&h=500&s=1,-1,Số 1 trên 4 Mua sắm ở Châu Đốc,https://www.tripadvisor.com.vn/Attraction_Review-g311303-d7939827-Reviews-Chau_Doc_Food_Market-Chau_Doc_An_Giang_Province.html,,,
Hồng Thịnh,-1,5.0,"29 Hoang Dieu, Hội An 563815 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/3f/2e/20/getlstd-property-photo.jpg?w=800&h=500&s=1,"Absolutely Exceptional in all areas of service, quality, fit, price, design and personal attention to detail and customer care. Extremely happy with everything I had made. Chung is such a lovely person, she is not pushy like at other tailor shops and is incredibly patient. She provides an amazing service and goes out of her way to match the customer needs and ideas. She gives excellent advice on fabric selection and design. I was attracted to her shop based on one suit and ended up purchasing a range of clothes. Chung is very caring and takes great pride in the work and ensuring a positive experience. When we couldn't find a particular fabric in her shop, she also took me to the market to find what I was looking for.

Thank you Chung and your team, a great experience for me, and my son and daughter, who also had something made for the.

Very Happy faces all around.",Số 237 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d16652115-Reviews-H_ng_Th_nh_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Rit - The Bespoke Experience,-1,5.0,"52 Phan Chu Trinh Minh An, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/50/c4/b4/double-breasted-suit.jpg?w=800&h=500&s=1,"We visited Rit tailor off the recommendation of our apartment owner. We originally went to Bebe which is famous in Hoi An however we found the prices to be very expensive and the service wasn’t great, none of the staff seemed that bothered to help.
When we visited rit we were immediately greeted by the lovely owner Oahn, She offered valuable advice and nothing was too much trouble. My husband and friend bought suits for a wedding, 4 work shirts and trousers and the quality of all were excellent.
Oahn has such a great eye for detail and was able to make suggestions and color match the inside lining of the suits perfectly. We were so impressed by the whole experience and loved meeting Oahn who was such a gentle caring lady. We would definitely recommend visiting Rit if you are after top quality tailoring at a reasonable price.
Oahn also saves all your measurements so you have the option once back home to order anything you want making and have it shipped over, a service which we will definitely be taking advantage of in the future.",Số 246 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d13976361-Reviews-Rit_The_Bespoke_Experience-Hoi_An_Quang_Nam_Province.html,,,
Thinh Cuong Tailor,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/bc/cb/42/our-products.jpg?w=800&h=500&s=1,"I picked up 2 skirts at this tailors. They were quick to make them (24hrs) and it was cheap. The fabric is thin, so not great for cool climates, but perfect for travelling on aeroplanes and to cover my legs (for certain cultures) while staying cool in hot Asian countries.",Số 280 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d12254724-Reviews-Thinh_Cuong_Tailor-Hoi_An_Quang_Nam_Province.html,,,
Emmy Tailor,-1,5.0,"651 Hai Bà Trưng Minh An, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/0f/e6/a4/emmy-tailor.jpg?w=800&h=500&s=1,"Nous sommes entrés par hasard dans cette boutique et nous n'avons pas été déçus.
un très bon accueil et une personne qui nous a conseillés que ce soit sur les modèles et les tissus.
Nous avons fait réaliser trois robes, deux combinaisons pantalon et trois chemises.
La réalisation a été parfaite ; les combinaisons étaient un peu justes et elles ont été intégralement refaites en une heure !
Vous commandez et vous êtes livrés dès le lendemain matin.
je recommande cette boutique.",Số 266 trên 620 Mua sắm ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d19354838-Reviews-Emmy_Tailor-Hoi_An_Quang_Nam_Province.html,,,
