Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_ThingToDo
Hạ Long Booking Travel,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d25572900-Reviews-H_Long_Booking_Travel-Halong_Bay_Quang_Ninh_Province.html
One Day Explore Mekong Delta - Small Group,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25582644-Reviews-One_Day_Explore_Mekong_Delta_Small_Group-Ho_Chi_Minh_City.html
Trầm Hương Spa,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g14125084-d25573517-Reviews-Tr_m_Huong_Spa-Cam_Duc_Khanh_Hoa_Province.html
"The 925 , Vietnamese Bread - Sticky Rice & Tea - Coffee",-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/0a/61/68/caption.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g13163470-d25573667-Reviews-The_925_Vietnamese_Bread_Sticky_Rice_Tea_Coffee-Bai_Chay_Halong_Bay_Quang_Ninh.html
Saigon River Cruise,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25771998-Reviews-Saigon_River_Cruise-Ho_Chi_Minh_City.html
TIE MEN Tailor,-1,-1,"18/6A khu Glory Riverside Compound Villa số 41, Phường Bình An, TP. Thủ Đức, Thành phố Hồ Chí Minh 008428 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/78/e5/6e/we-are-tiemen.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25897380-Reviews-TIE_MEN_Tailor-Ho_Chi_Minh_City.html
Vietnam Airport Transfers - Vince Group,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/15/d1/81/caption.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d25772239-Reviews-Vietnam_Airport_Transfers_Vince_Group-Nha_Trang_Khanh_Hoa_Province.html
I Choose Tailor,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25897423-Reviews-I_Choose_Tailor-Hoi_An_Quang_Nam_Province.html
Lux Cruises Vietnam.,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d25576676-Reviews-Lux_Cruises_Vietnam-Halong_Bay_Quang_Ninh_Province.html
Moon Flower Tailor,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g25379304-d25422204-Reviews-Moon_Flower_Tailor-Minh_An_Hoi_An_Quang_Nam_Province.html
Tming Trip,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25411758-Reviews-Tming_Trip-Ho_Chi_Minh_City.html
Cham Massage Foot & Body,-1,-1,"029B Phố Cầu Mây Tổ dân phố số 7C, Sapa 330000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d25412226-Reviews-Cham_Massage_Foot_Body-Sapa_Lao_Cai_Province.html
"Pù Luông , Bá Thước , Thanh Hoá",-1,-1,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/10/5d/b8/e0.jpg,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g14794534-d25402816-Reviews-Pu_Luong_Ba_Thu_c_Thanh_Hoa-Ba_Thuoc_Thanh_Hoa_Province.html
Rừng Giao Hưởng,-1,-1,"1/3 Lâm Sinh, Phường 5, Đà Lạt 670000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293922-d25408425-Reviews-R_ng_Giao_Hu_ng-Da_Lat_Lam_Dong_Province.html
Cat Ba Lotus Tours & Travels,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g737051-d25408989-Reviews-Cat_Ba_Lotus_Tours_Travels-Cat_Ba_Hai_Phong.html
CÔNG TY TNHH DU LỊCH AGAPE VIỆT NAM,-1,-1,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/10/64/a4/f1.jpg,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25432181-Reviews-CONG_TY_TNHH_DU_L_CH_AGAPE_VI_T_NAM-Hanoi.html
Viettrekking Travel,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d25034071-Reviews-Viettrekking_Travel-Sapa_Lao_Cai_Province.html
Truly Sapa - Trekking and Hiking with Locals,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d25049450-Reviews-Truly_Sapa_Trekking_and_Hiking_with_Locals-Sapa_Lao_Cai_Province.html
Tours In Hanoi - Hanoi Tours,-1,-1,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0f/dd/0d/67.jpg,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25074466-Reviews-Tours_In_Hanoi_Hanoi_Tours-Hanoi.html
Thuyền Rồng Huế,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d25082661-Reviews-Thuy_n_R_ng_Hu-Hue_Thua_Thien_Hue_Province.html
Ecoux Vietnam Dmc,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25081095-Reviews-Ecoux_Vietnam_Dmc-Hanoi.html
Waa. Studio,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25091259-Reviews-Waa_Studio-Ho_Chi_Minh_City.html
Liti Nail & Hair,-1,-1,"01 Triệu Việt Vương Kiot 02 Chợ Hà Thân, Đà Nẵng 550000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25091495-Reviews-Liti_Nail_Hair-Da_Nang.html
Emi Spa Da Nang,-1,-1,"160 Bạch Đằng Hải Châu, Đà Nẵng 50000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25093473-Reviews-Emi_Spa_Da_Nang-Da_Nang.html
Shoozers,-1,-1,"104 Nguyễn Văn Thoại, Đà Nẵng 550000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25093502-Reviews-Shoozers-Da_Nang.html
Hue City Tours,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d25129457-Reviews-Hue_City_Tours-Hue_Thua_Thien_Hue_Province.html
Handmade Shop,-1,-1,"R4- 79 Hung Gia 1 Ground, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/a9/44/fa/the-unique-straw-sea.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25087849-Reviews-Handmade_Shop-Ho_Chi_Minh_City.html
Gangnam Spa & Nail,-1,-1,"21 Đào Duy Từ, Phường Minh An, Hội An 563850 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25104769-Reviews-Gangnam_Spa_Nail-Hoi_An_Quang_Nam_Province.html
View Spa Da Nang,-1,-1,"126 Bạch Đằng, Đà Nẵng 550000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25088143-Reviews-View_Spa_Da_Nang-Da_Nang.html
Tuyết spa _body & foot massage Nha Trang,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d25096571-Reviews-Tuy_t_spa_body_foot_massage_Nha_Trang-Nha_Trang_Khanh_Hoa_Province.html
ORCHID TRAVEL,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25129692-Reviews-ORCHID_TRAVEL-Hoi_An_Quang_Nam_Province.html
Sunlight Travel & Cruise,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g737051-d25129818-Reviews-Sunlight_Travel_Cruise-Cat_Ba_Hai_Phong.html
OTA Vietnam,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25340616-Reviews-OTA_Vietnam-Hanoi.html
SAMATHA MOTORBIKES RENTAL DA NANG,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25356726-Reviews-SAMATHA_MOTORBIKES_RENTAL_DA_NANG-Da_Nang.html
Rabbit Habit,-1,-1,"No4, Trần Phú Street 2nd Floor, Hà Nội 10000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/67/37/c2/afternoon-view.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25346653-Reviews-Rabbit_Habit-Hanoi.html
Ot Xanh Ocean Restaurant,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25331531-Reviews-Ot_Xanh_Ocean_Restaurant-Da_Nang.html
Queen Cruise - Ha long Bay,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g3737857-d25379736-Reviews-Queen_Cruise_Ha_long_Bay-Tuan_Chau_Island_Halong_Bay_Quang_Ninh_Province.html
Cuddle,-1,-1,"No. 7 Street 1, Thao Dien Ward, Thu Duc City, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/ad/05/e9/cuddle-storeupdate-it.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25385457-Reviews-Cuddle-Ho_Chi_Minh_City.html
4BRO BIKES WORKSHOP,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25385773-Reviews-4BRO_BIKES_WORKSHOP-Ho_Chi_Minh_City.html
Flora Beach Spa & Nail,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/a4/c8/66/the-best-spa-in-da-nang.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25392221-Reviews-Flora_Beach_Spa_Nail-Da_Nang.html
Virtual Park,-1,-1,"249A Thuy Khue, Hà Nội 100000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/8e/a8/3a/virtual-park-activities.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25385850-Reviews-Virtual_Park-Hanoi.html
Opatrip.com Cao Bang,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g1519989-d25392289-Reviews-Opatrip_com_Cao_Bang-Cao_Bang_Cao_Bang_Province.html
Silk Travel,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25392582-Reviews-Silk_Travel-Da_Nang.html
An homestay and vegan restaurant,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/66/36/3a/caption.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g737051-d25364921-Reviews-An_homestay_and_vegan_restaurant-Cat_Ba_Hai_Phong.html
Vuhometour,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d25381482-Reviews-Vuhometour-Hue_Thua_Thien_Hue_Province.html
La Spa,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/0c/2f/67/relax-in-the-spa.jpg?w=800&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d25376267-Reviews-La_Spa-Sapa_Lao_Cai_Province.html
Best Laundry Shop,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25365011-Reviews-Best_Laundry_Shop-Hanoi.html
Samten Hills Dalat,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g25380525-d25370133-Reviews-Samten_Hills_Dalat-Tu_Tra_Lam_Dong_Province.html
Numpty’s,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g303946-d25388435-Reviews-Numpty_s-Vung_Tau_Ba_Ria_Vung_Tau_Province.html
Jacob Tour,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g608528-d25370751-Reviews-Jacob_Tour-Quy_Nhon_Binh_Dinh_Province.html
Ha Gia,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25371967-Reviews-Ha_Gia-Hoi_An_Quang_Nam_Province.html
3H travel,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/6d/c3/c4/caption.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d25372101-Reviews-3H_travel-Hue_Thua_Thien_Hue_Province.html
Quang Phu Cau ( Incense Village ),-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g21333608-d25395119-Reviews-Quang_Phu_Cau_Incense_Village-Long_Bien_Hanoi.html
VN BIKETOUR,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25395121-Reviews-VN_BIKETOUR-Ho_Chi_Minh_City.html
PHANtastics Tour,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d25395226-Reviews-PHANtastics_Tour-Hue_Thua_Thien_Hue_Province.html
Jasmine Hanoi Spa,-1,-1,"44, Hang Hanh, Hà Nội 100000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25390305-Reviews-Jasmine_Hanoi_Spa-Hanoi.html
Hợp Retro,-1,-1,"16 Tran Quy Cap 16, Hội An 51000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25390636-Reviews-H_p_Retro-Hoi_An_Quang_Nam_Province.html
Fhhjjj,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25384347-Reviews-Fhhjjj-Ho_Chi_Minh_City.html
Hanoi Cultural Night Tour,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25384631-Reviews-Hanoi_Cultural_Night_Tour-Hanoi.html
Hue Tours - Thuy Bieu Cooking Class,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g15333846-d25405142-Reviews-Hue_Tours_Thuy_Bieu_Cooking_Class-Huong_Thuy_Thua_Thien_Hue_Province.html
Omega Tours,-1,-1,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/10/5f/2a/39.jpg,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25410381-Reviews-Omega_Tours-Da_Nang.html
An Nhiên Spa,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25410383-Reviews-An_Nhien_Spa-Hanoi.html
Bum - Karaoke & Restaurant,-1,-1,"92 Đồng Văn Cống, Bến Tre 86000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g737085-d25400110-Reviews-Bum_Karaoke_Restaurant-Ben_Tre_Ben_Tre_Province_Mekong_Delta.html
Omega Tours Vietnam,-1,-1,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/10/5f/34/70.jpg,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25410851-Reviews-Omega_Tours_Vietnam-Da_Nang.html
Nzim Beauty Room,-1,-1,"46 Nguyễn Thông phường 09 quận 03, Thành phố Hồ Chí Minh 70000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25397650-Reviews-NZIM_BEAUTY_ROOM-Ho_Chi_Minh_City.html
Vape Star,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/6a/69/48/store.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25352429-Reviews-VAPE_STAR-Hanoi.html
Vape Star,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/6b/e7/f9/store-3-nguy-n-h-u-huan.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25352434-Reviews-VAPE_STAR-Hanoi.html
Local Life Hoi An,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25346501-Reviews-Local_Life_Hoi_An-Hoi_An_Quang_Nam_Province.html
Bee Adventures,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25340620-Reviews-Bee_Adventures-Da_Nang.html
Sunshining Fitness Yoga & Pool,-1,-1,"Third Floor, Building R2 Sunshine Riverside Phu, Tay Ho, Hà Nội 100000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/61/77/a6/gym.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g21301834-d25352919-Reviews-Sunshining_Fitness_Yoga_Pool-Tay_Ho_Hanoi.html
Avino Wines,-1,-1,"KDC Truong Thinh Phat 3 BT18, Vinh 460000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g1554764-d25340843-Reviews-Avino_Wines-Vinh_Nghe_An_Province.html
Sunshining Fitness Yoga & Pool,-1,-1,"Sunshine Riverside Tầng 3 Tòa R2 Chung Cư, Tay Ho, Hà Nội 10000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g21301834-d25353034-Reviews-Sunshining_Fitness_Yoga_Pool-Tay_Ho_Hanoi.html
fasttrip,-1,-1,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/10/47/91/48.jpg,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g469418-d25353795-Reviews-Fasttrip-Phu_Quoc_Island_Kien_Giang_Province.html
Tour Rừng Dừa Thuyền Thúng,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25353961-Reviews-Tour_R_ng_D_a_Thuy_n_Thung-Hoi_An_Quang_Nam_Province.html
Cam On Spa,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25354075-Reviews-Cam_On_Spa-Ho_Chi_Minh_City.html
Carpe Diem,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25337887-Reviews-Carpe_Diem-Ho_Chi_Minh_City.html
4 Season Travel,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25354112-Reviews-4_Season_Travel-Ho_Chi_Minh_City.html
Opatrip.com Vung Tau,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g303946-d25392339-Reviews-Opatrip_com_Vung_Tau-Vung_Tau_Ba_Ria_Vung_Tau_Province.html
Virtual Park Thụy Khuê,-1,-1,"249A Thụy khuê Tầng 13, 249A Thụy Khuê, Quận Ba Đình, Hà Nội, Hà Nội 100000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25392378-Reviews-Virtual_Park_Th_y_Khue-Hanoi.html
SYS Sinh Thái,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d25369319-Reviews-SYS_Sinh_Thai-Nha_Trang_Khanh_Hoa_Province.html
Tú Hội An,-1,-1,"188/7a Trần Phú, Hội An 51000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/71/79/e7/workshop.jpg?w=800&h=500&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25369402-Reviews-Tu_Hoian-Hoi_An_Quang_Nam_Province.html
HAHALOLO TRAVEL,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25369503-Reviews-HAHALOLO_TRAVEL-Ho_Chi_Minh_City.html
Cozy Space,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25365294-Reviews-Cozy_Space-Ho_Chi_Minh_City.html
Snow Spa & Nails,-1,-1,"Ha My Beach , Dien Duong wards, Điện Bàn 560000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g10487549-d25388669-Reviews-Snow_Spa_Nails-Dien_Ban_Quang_Nam_Province.html
Hai's Travel,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g14776299-d25383034-Reviews-Hai_s_Travel-Ha_Long_Quang_Ninh_Province.html
Spa & Beauty BaoNhi,-1,-1,"541 Nguyễn Tất Thành, Hội An 51317 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25383305-Reviews-Spa_Beauty_BaoNhi-Hoi_An_Quang_Nam_Province.html
Malibu Club,-1,-1,"Bãi tắm Phạm Văn Đồng Bãi tắm số 3, Đà Nẵng 50000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25383529-Reviews-MALIBU_CLUB-Da_Nang.html
So Young,-1,-1,"56 Ba Trieu, Hang Bai, Hoan Kiem, Hà Nội 11020 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25372050-Reviews-So_Young-Hanoi.html
BM Nom,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25395069-Reviews-BM_Nom-Hoi_An_Quang_Nam_Province.html
DC Art Gallary,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25395442-Reviews-DC_Art_Gallary-Hanoi.html
Ninh Binh Bike Tour,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g4236449-d25367779-Reviews-Ninh_Binh_Bike_Tour-Hoa_Lu_District_Ninh_Binh_Province.html
The Leaf CatBa Travel,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g737051-d25396037-Reviews-The_Leaf_CatBa_Travel-Cat_Ba_Hai_Phong.html
Opatrip.com Halong Bay,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d25391072-Reviews-Opatrip_com_Halong_Bay-Halong_Bay_Quang_Ninh_Province.html
Opatrip.com Sapa,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g311304-d25391071-Reviews-Opatrip_com_Sapa-Sapa_Lao_Cai_Province.html
Station 93 - Trạm Đặc Sản Hội An,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/9c/3b/10/great-photo-taken-with.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25384817-Reviews-Station_93_Tr_m_D_c_S_n_H_i_An-Hoi_An_Quang_Nam_Province.html
Opatrip.com Da Nang,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25391081-Reviews-Opatrip_com_Da_Nang-Da_Nang.html
Opatrip.com Nha Trang,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d25391203-Reviews-Opatrip_com_Nha_Trang-Nha_Trang_Khanh_Hoa_Province.html
Du Lịch Biển,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g1544599-d25400134-Reviews-Sea_Travel-Ha_Giang_Ha_Giang_Province.html
Nguyễn Thị Mai Phương,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25392133-Reviews-Nguy_n_Th_Mai_Phuong-Hoi_An_Quang_Nam_Province.html
The Trip Tailor,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25405411-Reviews-The_Trip_Tailor-Ho_Chi_Minh_City.html
GỐM Beauty Spa,-1,-1,"380/1 Nguyễn Văn Khối, Thành phố Hồ Chí Minh 70000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/b7/51/fb/d-ch-v-massage-body-t.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25421042-Reviews-G_M_Beauty_Spa-Ho_Chi_Minh_City.html
"Mai Chau Valley , Hoa Binh , Viet Nam",-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g1652592-d25400561-Reviews-Mai_Chau_Valley_Hoa_Binh_Viet_Nam-Mai_Chau_Mai_Chau_District_Hoa_Binh_Province.html
Kaoya Beauty Spa,-1,-1,"103 hàng buồm, Hà Nội 100000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25416595-Reviews-Kaoya_Beauty_Spa-Hanoi.html
Ha Long Bay Tour,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d25416868-Reviews-Ha_Long_Bay_Tour-Halong_Bay_Quang_Ninh_Province.html
Tram Huong Spa,-1,-1,"Đinh Tiên Hoàng, Cam Hải Đông 57600 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g18928520-d25407137-Reviews-Tram_Huong_Spa-Cam_Hai_Dong_Khanh_Hoa_Province.html
Kenvin Travel Car Da Nang,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/ba/cb/1d/caption.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d25427718-Reviews-Kenvin_Travel_Car_Da_Nang-Da_Nang.html
Teh Dar - Lune Production,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/d6/ad/bb/unique-bamboo-circus.jpg?w=900&h=600&s=1,-1,Số 1 trên 1 Nhà hát & hòa nhạc ở Minh An,https://www.tripadvisor.com.vn/Attraction_Review-g25379304-d25422613-Reviews-Teh_Dar_Lune_Production-Minh_An_Hoi_An_Quang_Nam_Province.html
Auriga Spa,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25412324-Reviews-Auriga_Spa-Hanoi.html
CỘNG HƯỞNG,-1,-1,"10i Nguyen Thi Minh Khai, Da Kao ward, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25428139-Reviews-C_NG_HU_NG-Ho_Chi_Minh_City.html
Emic Travel,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d25418128-Reviews-Emic_Travel-Hoi_An_Quang_Nam_Province.html
"Life4cuts The Manor, My Dinh",-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25418166-Reviews-Life4cuts_The_Manor_My_Dinh-Hanoi.html
Công Ty TNHH du lịch và thương mại VITAWELL,-1,-1,-1,-1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25402495-Reviews-Cong_Ty_TNHH_du_l_ch_va_thuong_m_i_VITAWELL-Hanoi.html
Le Duc Ha Terracotta,-1,-1,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/ac/c1/ec/terra-cotta-studio.jpg?w=900&h=600&s=1,-1,-1,https://www.tripadvisor.com.vn/Attraction_Review-g10487549-d25402640-Reviews-Le_Duc_Ha_Terracotta-Dien_Ban_Quang_Nam_Province.html
