Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_Food
Casa Bonita,-1,"4,5 ","82 Núi Ngọc, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/13/2a/be/d5/lovely-garden.jpg,"Cơ sở vật chất tốt.Đồ ăn và đồ uống ngon đặc biệt là các loại Pasta, lần tới sẽ thử các món ăn khác. Hợp khẩu vị cả người việt và tây. Sẽ ủng hộ nhiều nhiều",#3 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d14007725-Reviews-Casa_Bonita-Cat_Ba_Hai_Phong.html
Cat Ba Oasis Bungalow and Restaurant,-1,"5,0 ","Soos, 254 Đường 1/4, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/13/e9/79/bc/pool.jpg,"Nằm trung tâm Cát Bà. Mọi thứ rất hoàn hảo, món ăn ngon. Phục vụ tốt, không khí thì tuyệt với. Hãy đến và cảm ơn tôi sau.!!",#4 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d13873556-Reviews-Cat_Ba_Oasis_Bungalow_and_Restaurant-Cat_Ba_Hai_Phong.html
Gentleman Lounge,-1,"5,0 ","64 Điện Biên Phủ, Thành phố Hải Phòng 04100 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1d/1b/7b/e8/bar.jpg,Quán có decorate khá ổn ... vừa vào quán gặp bạn nhân viên tên nga ngỡ quen mà lạ tư vấn phục vụ rất chuyên nghiệp...very good,#3 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d23431966-Reviews-Gentleman_Lounge-Hai_Phong.html
Quân Cát Bà Family,-1,"4,5 ","180 Đường 1/4, Thành phố Hải Phòng, Cát Bà Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/11/69/ab/eb/photo1jpg.jpg,"Ngon và rất ngon. Nhà hàng đông khách nhưng đồ ăn rất tươi ngon. Tôi và bạn tôi gọi ghẹ hấp . Tôm nướng bơ tỏi. Canh ngao chua, rau muống xào, tất cả mọi món đều rất vừa khẩu vị chúng tôi.. lên đến...Thêm",#5 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d8625970-Reviews-Quan_Cat_Ba_Family-Cat_Ba_Hai_Phong.html
The Bigman Bar,-1,"4,5 ","Số 222, Đường 1/4, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/19/a2/9d/3b/the-bigman-restaurant.jpg,"tôi đã được trải nghiệm trực tiếp tại nhà hàng thật tuyệt vời được tiếp xúc với những người thân thiện , vừa rẻ vừa ngon , tuyệt 🥰",#6 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d15641621-Reviews-The_Bigman_Restaurant_Bar-Cat_Ba_Hai_Phong.html
The Little Leaf,-1,"4,5 ","224 Đường Một Tháng Tư, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/26/f0/99/d3/outside.jpg,Bữa tối rất ngon. Món gà sốt rất đậm vị và sa lát ăn kèm. Quán có không gian ấm cúng và nhân viên nhiệt tình. Ngồi trò chuyện với bạn bè thoải mái.,#7 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d16694857-Reviews-The_Little_Leaf-Cat_Ba_Hai_Phong.html
My Way Pizza - Healthy - Vegan & Restaurant,-1,"4,5 ","199 Đường 1 Tháng 4, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/19/8f/4f/57/diner.jpg,Đồ ăn rất ngon đa dạng và phong phú thực đơn. Các món đồ uống tươi sạch giàu dinh dưỡng. Phục vụ rất chuyên nghiệp và nhiệt tình.,#8 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d3567782-Reviews-My_Way_Pizza_Healthy_Vegan_Restaurant-Cat_Ba_Hai_Phong.html
Nhà Hàng Yummy,-1,"4,5 ","180 Núi Ngọc Street, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/15/dc/03/8b/photo0jpg.jpg,"Phòng ở rộng rãi, sạch sẽ, thoáng mát. Nhà hàng đồ ăn ngon và phong phú. Nhân viên phục vụ chu đáo, nhiệt tình",#9 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d12006693-Reviews-Yummy_Restaurant-Cat_Ba_Hai_Phong.html
Cat Ba Oasis Bar,-1,"4,0 ","No. 228 Street 1-4 Cat Ba Town Cat Bà Hải Phòng Việt Nam, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/27/a7/9c/d8/every-nights-party-from.jpg,"Mọi thứ đều gần đạt đến hoàn hảo , từ cảnh quan đến món ăn và giá cả rất chi là hợp lí . Quan trọng đó là nơi để mọi người kết nối với nhau một cách dễ dàng và thân thiện",#10 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d5494198-Reviews-Cat_Ba_Oasis_Bar-Cat_Ba_Hai_Phong.html
Yi Ling Ling Restaurant,-1,"5,0 ","No.1 Hanoi Street, Hong Bang District Sheraton Hai Phong, Thành phố Hải Phòng 70000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/28/68/f4/34/distinct-and-cozy-yi.jpg,"Qua lời giới thiệu của bạn bè mình đã chọn nhà hàng để tổ chức 1 bữa ăn lãng mạn sinh nhật bạn, và thật bật ngờ khi mình đã có trải nghiệm rất thú vị tại nhà hàng, không gian quán sang trọng cổ...Thêm",#4 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d25340373-Reviews-Yi_Ling_Ling_Restaurant-Hai_Phong.html
The Three M,-1,"5,0 ","252 đường Một Tháng Tư, Thành phố Hải Phòng, Cát Bà 0123 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/29/7a/65/3c/local-food-and-craft.jpg,"Đi một lần nhớ mãi , sẽ quay lại vào lần sau , đồ ăn ngon phục vụ nhiệt tình , rất ưng ý . Quán đem lại cho tôi ấn tượng rất tốt khi đến cát bà 🥰",#11 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d26141494-Reviews-The_Three_M_Restaurant-Cat_Ba_Hai_Phong.html
Nhà hàng phong cách Mỹ,-1,"5,0 ","178 Văn Cao, Thành phố Hải Phòng 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/18/e1/10/01/atmosphere-at-tex-rock.jpg,"Tôi cảm thấy rất hài lòng về đồ ăn và cách phục vụ tại nhà hàng. Đồ ăn ngon, trang trí đẹp mắt và nhân viên phục vụ tân tình, chu đáo. Nhất định mình sẽ giới thiệu cho bạn bè, người thân đến đây...Thêm",#5 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d18314369-Reviews-TexRock_Steakhouse-Hai_Phong.html
Flame Grill & Bar,-1,"4,5 ","12 Lạch Tray Quận Ngô Quyền, Thành phố Hải Phòng 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1c/f8/40/37/international-buffet.jpg,"Vợ chồng mình đã có một buổi tối thật đáng nhớ tại nhà hàng Flame tầng 6 của khách sạn Mercure. Không gian sang trọng,âm nhạc du dương, đồ ăn ngon, có quầy salad miễn phí, các bạn nhân viên thân thiện. Bạn Uyên tư...Thêm",#6 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d15603528-Reviews-Flame_Grill_Bar-Hai_Phong.html
Anh Nhu Restaurant,-1,"5,0 ","69 Tùng Dinh, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/16/37/37/ba/local-sea-food-dinner.jpg,"- Phòng đôi view biển sạch sẽ, khá đầy đủ tiện nghi, giá cả hợp lý - Nhà tắm có bồn tắm 👌👌 - Nhân viên nhiệt tình, thân thiện - Đồ ăn ngon, Hải sản tươi sống High recommend các bạn ghé thăm!!!",#12 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d15129575-Reviews-Anh_Nhu_Restaurant-Cat_Ba_Hai_Phong.html
Napoli Pizza,-1,"4,5 ","86 Núi Ngọc, Thành phố Hải Phòng, Cát Bà Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/26/c0/bf/14/we-have-wood-fried-pizza.jpg,pizza rất ngon và nấu theo phương pháp truyền thống. Anh chị chủ quán trẻ và rất thân thiện và cũng là người dân địa phương. Highly recommend,#13 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d17783200-Reviews-Napoli_Pizza-Cat_Ba_Hai_Phong.html
Tinh Tam Quan - Buddha Belly Travel - Vegetarian Restaurant,-1,"4,0 ","94 Đường 1 Tháng 4 Thị trấn Cát Bà Tung Dinh Temple, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/57/a8/2f/vegan-buger.jpg,"Tôi và gia đình biết đến quán này qua Trip Advisor, đã có một bữa trưa ngon miệng và vui vẻ với anh chủ quán nhiệt tình. Là lựa chọn lý tưởng cho các bạn ăn chay hoặc khi bạn đã quá ngán hải sản...Thêm",#14 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d7894215-Reviews-Tinh_Tam_Quan_Buddha_Belly_Travel_Vegetarian_Restaurant-Cat_Ba_Hai_Phong.html
Lệ Cát Bà Restaurant,-1,"5,0 ","198 đường 1/4, Thành phố Hải Phòng, Cát Bà 187300 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/28/d7/e4/bb/caption.jpg,"Hải sản, Kiểu Á, Bản địa",#15 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d25347754-Reviews-L_Cat_Ba_Restaurant-Cat_Ba_Hai_Phong.html
Cat Ba Discovery Restaurant,-1,"5,0 ","Số 5 đường Tùng Dinh No 5, Tung Dinh Street, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/28/5c/39/4a/best-fish-i-ever-eat.jpg,"Đồ ăn ngon, hải sản tươi sống, giá cả hợp lý. Nhân viên thân thiện phục vụ rất nhiệt tình. Sẽ quay lại lần nữaThêm",#16 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d24909393-Reviews-Cat_Ba_Discovery_Restaurant-Cat_Ba_Hai_Phong.html
Celery Vegan Restaurant,-1,"5,0 ","227 Nui Ngoc, Thành phố Hải Phòng, Cát Bà Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/29/7f/4a/73/caption.jpg,"Chúng tôi rất ấn tượng với món nem chay, các món còn lại rất tươi ngon, hương vị hoàn toàn tự nhiên. Rất rất ngon và hiếm có. Nguyên liệu rất tươi, sạch được trồng hữu cơ ngay tại đảo Cát Bà Giá phù hợp...Thêm",#17 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d25383012-Reviews-Celery_Vegan_Restaurant-Cat_Ba_Hai_Phong.html
Nam Phuong Restaurant,-1,"4,5 ","Avani Hai Phong Harbour View Hotel 12 Tran Phu Street, Thành phố Hải Phòng 35000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/16/86/7a/ca/photo0jpg.jpg,"Bữa ăn ngon bổ rẻ, ăn hợp khẩu vị của tôi và bạn bè. Không gian nhà hàng ấm cúng, phục vụ nhiệt tình, và hiểu biết về món ăn.",#7 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d4209866-Reviews-Nam_Phuong_Restaurant-Hai_Phong.html
Nhà Hàng Hiệp Gà- Dê Cân Cát Bà,-1,"4,0 ","Ngã 3 Khu Xây Dựng, Đường Tùng Thu, Thành phố Hải Phòng, Cát Bà 02253 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0a/c8/00/57/il-faut-vraiment-gouter.jpg,"Ăn ngon phục vụ tốt, và chủ nhà hàng rất vui tính, nên mọi người ăn uống rất thoải mái cả du khách trong và ngoài nước",#18 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d7191058-Reviews-Nha_Hang_Hi_p_Ga_De_Can_Cat_Ba-Cat_Ba_Hai_Phong.html
Nhà Hàng Harbor,-1,"5,0 ","Đường Hà Nội Vinpearl Hotel Imperia Hải Phòng, Phường Thượng Lý, Thành phố Hải Phòng 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/18/13/16/35/nha-hang-sang-tr-ng-t.jpg,"Đồ ăn ngon, không gian và phục vụ chuyên nghiệp. Mình ấn tượng nhất là bạn nhân viên Anh Nguyễn, phục vụ rất niềm nở, chuyên nghiệp với khách 😍Thêm",#8 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d17653444-Reviews-Harbor_Restaurant-Hai_Phong.html
Le Pont restaurant,-1,"4,5 ","62-64 Núi Ngọc, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/15/6d/15/c8/le-pont-restaurant.jpg,"Gia dinh toi da co mot ky nghi le that tuyet voi,cam on cac ban,chung mong rang se gioi thieu that nhieu ban be toi toi noi day trong thoi gian toi,cam on cac ban.Thêm",#19 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d13329301-Reviews-Le_Pont_restaurant-Cat_Ba_Hai_Phong.html
Lepont Bar Sunset View,-1,"5,0 ","GẦN BÃI TẮM CÁT CÒ 3 Mô Vịnh Đồng Hồ, gần bãi tắm Cát Cò 3, thị trấn Cát Hải, Hải Phòng, Thành phố Hải Phòng, Cát Bà 05406 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/26/98/65/e0/caption.jpg,"Nhân viên thân thiện, đồ uống khá ngon, cảnh biển siêu đẹp. Đây là một trải nghiệm tuyệt vời trong chuyến du lịch của tôi và ng ấy",#20 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d25076209-Reviews-Lepont_Bar_Sunset_View-Cat_Ba_Hai_Phong.html
Nhà Hàng Yummy,-1,"4,5 ","227 Núi Ngọc, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1b/1c/48/e0/20200223-135343-largejpg.jpg,"Rất hài lòng. Sạch sẽ, thái độ phục vụ chu đáo. Giá hợp lý, nhiều món độc đáo, ấn tượng, rất ngon miệng :)",#21 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d17025125-Reviews-Restaurant_Yummy_2-Cat_Ba_Hai_Phong.html
Cat Ba Sweet Potato,-1,"4,5 ","478 Hà Sen, Thành phố Hải Phòng, Cát Bà Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/17/bc/08/6f/burger.jpg,"Anh Đại một đầu bếp nấu ăn bằng tình yêu của anh, những món ăn truyền thống của địa phương, anh ấy có món cá sốt và cá mập con nấu kiểu thuyền chài, cá đuối om lá lốt. Và một số món pizza ......Thêm",#22 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d12342201-Reviews-Cat_Ba_Sweet_Potato_Homestay_Restaurant-Cat_Ba_Hai_Phong.html
Like Coffee,-1,"4,5 ","No.177, 1/4 stress Cang Ca Cat Ba, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/16/97/db/68/like-coffee.jpg,lần đầu đến đây. Thích lắm. Phục vụ rất dể thương and có tâm… will come back. everyone must try . 🥰🥰🥰,#1 trên 7 quán cà phê & trà ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d7391586-Reviews-Like_Coffee-Cat_Ba_Hai_Phong.html
TexGrill Restaurant,-1,"4,0 ","27 Minh Khai Hồng Bàng, Thành phố Hải Phòng 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/19/8f/dd/50/the-new-look-in-texgrill.jpg,"Đồ ăn ngon, nhân viên nhiệt tình, ấn tượng với pizza và steak. Mọi người nên đến thưởng thức và trải nghiệm dịch vụ. Chấm hẳn 5 sao",#9 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d3745802-Reviews-TexGrill_Restaurant-Hai_Phong.html
Nhà hàng nổi Quang Anh,-1,"4,5 ","Bến tàu Cát Bà, Vịnh Đông Hồ, Đảo Cát Bà Trên đường ra bãi tắm Cát Cò 3, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/03/e2/ec/13/quang-anh-cat-ba-restaurant.jpg,"Đồ ăn quá là tuyệt vời luôn , phục vụ rất tốt , thân thiện , mọi người hãy ghé vào bè Quang Anh để thưởng thức hải sản tươi sống nha",#23 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d4104367-Reviews-Quang_Anh_Cat_Ba_Restaurant-Cat_Ba_Hai_Phong.html
Indian Kitchen,-1,"4,0 ","22d Minh Kai Street, Thành phố Hải Phòng 10000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/05/f4/9b/6c/door.jpg,"Món ăn ngon, đa dạng. Chuẩn Halal, tốt cho người theo đạo Hồi, người ăn chay. Trong tương lai khi kinh tế, xã hội phát triển hơn thì các nhà hàng Ấn độ sẽ là một ưu điểm. lợi thế.",#10 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d6678540-Reviews-Indian_Kitchen-Hai_Phong.html
Cheers Pub,-1,"5,0 ","12 Tran Phu AVANI Hai Phong Harbour View Hotel, May To Ward, Ngo Quyen District, Thành phố Hải Phòng Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1b/39/63/f9/cheers-pub.jpg,"Không gian thoáng mát, nhân viên phục vụ thân thiện và nhẹ nhàng. Rất ân cần trong việc giao tiếp với khách hàng, đồ uống rất ngon đặc biệt món cà phê hảo hạng. Cảm giác rất thoải mái khi trở lại nơi này gặp...Thêm",#11 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d12997235-Reviews-Cheers_Pub-Hai_Phong.html
Rose Bar,-1,"4,0 ","210 - Nui Ngoc Street, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/14/dc/07/64/rose-bar.jpg,"câu lạc bộ yêu thích trên đảo. . . . . bước vào đó. . . điều hòa không khí lạnh. . . . nhìn xung quanh và có thể ở bất cứ nơi nào trong london, berlin, chek republik. . . . graffitti ở...Thêm",#24 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d4793198-Reviews-Rose_Bar-Cat_Ba_Hai_Phong.html
Ganesh Indian Restaurant,-1,"5,0 ","130 Văn Cao Ngô Quyền, Thành phố Hải Phòng 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/18/33/26/bd/restaurant-pic.jpg,Chúng tôi ăn ở đây thường xuyên hơn chúng ta nên. Tôi yêu tất cả mọi thứ về nơi này. Bầu không khí thân thiện và sạch sẽ. Chủ nhà rất tốt và lịch sự. Thực đơn khá rộng. Tôi yêu tất cả các lựa...Thêm,#12 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d17702502-Reviews-Ganesh_Indian_Restaurant-Hai_Phong.html
T-Pub Craft Beer Station,-1,"5,0 ","Manhattan 10, Thượng Lý, Hồng Bàng, Thành phố Hải Phòng 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/1a/64/03/aa/photo0jpg.jpg,Có nhiều loại bia phù hợp cho tất cả mọi người từ nhẹ như rượu táo đến bia rất mạnh với độ đắng cao (đó thực sự là những gì tôi yêu thích). Đây là một nơi tốt để đến và thưởng thức bia. Không...Thêm,#13 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d17623437-Reviews-T_Pub_Craft_Beer_Station-Hai_Phong.html
Yummy 2 Restaurant,-1,"5,0 ","Số 102 Núi Ngọc, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/29/4c/d3/8d/caption.jpg,"Nhà hàng rộng rãi thoáng mát, nhân viên phục vụ rất nhiệt tình và đồ ăn ngon, hợp khẩu vị. Giá cả rất phải chăng. Nhà mình đi du lịch Cát Bà 3 Ngày 2 đêm đã ăn tại đây 3 bữa. Rất hài lòng",#25 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d24984681-Reviews-Yummy_2_Restaurant-Cat_Ba_Hai_Phong.html
Phuong Phuong Restaurant,-1,"3,5 ","237 1-4 Street, Thành phố Hải Phòng, Cát Bà Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/26/b2/31/3e/main-street.jpg,"Đồ ăn ngon, phục vụ thân thiện. Ngồi ngoài hiên thoáng đãng, view biển. Nếu đi mùa hè sợ nóng có thể vào trong ngồi điều hòa. Giá cả phải chăng, khách không quá đông nên không phải chờ đồ ăn lâu. Vào thăm bếp...Thêm",#26 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d2436613-Reviews-Phuong_Phuong_Restaurant-Cat_Ba_Hai_Phong.html
Bamboo Cafe,-1,"3,5 ","Unsure, Thành phố Hải Phòng, Cát Bà Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1b/5d/3a/ff/20200531-141452-largejpg.jpg,"Không đói lắm nhưng ăn đĩa mì xào của quán vẫn thấy ngon ❤ mấy anh chị nhân viên rất nhiệt tình lịch sự, giá cả cũng không đắt đỏ",#27 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d2032416-Reviews-Bamboo_Cafe-Cat_Ba_Hai_Phong.html
Bread Station,-1,"4,5 ","320 Phủ Thượng Đoạn, Thành phố Hải Phòng 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-p/12/1d/fe/c2/photo2jpg.jpg,"Bánh mì với các loại nhân và sốt ăn kèm độc đáo, không gian hiện đại cùng tác phong phục vụ nhanh và lịch sự. Thích hợp cho các bữa ăn nhanh.",#14 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d13001768-Reviews-Bread_Station-Hai_Phong.html
GARBO Bistro Bar Hai Phong,-1,"5,0 ","Manhattan 9 street Vinhomes Imperia, Thành phố Hải Phòng 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/29/25/6c/ce/open-bar-counter.jpg,"Khá phù hợp cho cả ban ngày lẫn chiều tối, view ở đây khá ổn , tone màu ấm sang chảnh lắm mn , good!Thêm",#15 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d25559161-Reviews-GARBO_Bistro_Bar_Hai_Phong-Hai_Phong.html
Nhà Hàng Hải Sản Aroma Cát Bà,-1,"4,5 ","175A Đường 1/4, Thành phố Hải Phòng, Cát Bà Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/11/77/f8/e8/funny-time.jpg,Chúng tôi ra lệnh cho hai bánh mì trứng (15 k). . Bánh mì hơi lạ và bánh mì của tôi (25 k) giả sử có pate nhưng thay vào đó tôi có một loại khối lạ trong đó. Không có nước đá vì vậy...Thêm,#28 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d11806549-Reviews-Aroma_Cat_Ba_Seafood_Restaurant-Cat_Ba_Hai_Phong.html
Nhà Hàng Boom,-1,"4,0 ","259 Đường 1/4, Thành phố Hải Phòng, Cát Bà Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/0d/78/e4/d3/bbq-seashore.jpg,"Đồ ăn ngon, tráng trí quán, bàn ghế, nhà vệ sinh, khu trưng bày hải sản, khá sạch sẽ phục vụ tốt, nhưng giá hơi đắt, giá mềm chút nữa là 10đ",#29 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d11747188-Reviews-Nha_Hang_Boom-Cat_Ba_Hai_Phong.html
Catba Common Cafe,-1,"4,0 ","So 215 - Duong 1/4, Thành phố Hải Phòng, Cát Bà 008431 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/07/e6/58/67/fresh-shrimps-spring.jpg,"Tôi là người ăn chay - thuần chay và đã thử một số nhà hàng ở mèo ba. Nhưng một trong những nhà bếp tốt nhất + cũng là sự lựa chọn, tôi tìm thấy ở mèo ba, là quán cà phê + nhà hàng...Thêm",#30 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d7237631-Reviews-Catba_Common_Cafe-Cat_Ba_Hai_Phong.html
Nhà hàng Trung Thành - Lẩu hơi Tỳ Hưu,-1,"4,5 ","11/134 Văn Cao Ngô Quyền, Thành phố Hải Phòng 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/13/ad/65/80/getlstd-property-photo.jpg,"Món ăn ngon, nhân viên thân thiện. Nhà hàng đẹp và sạch sẽ, Tuy nhiên Địa điểm hơi khó tìm và khó tìm chỗ đậu xe. Chắc chắn ễ quay lại",#16 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d14887930-Reviews-Nha_hang_Trung_Thanh_Lau_hoi_Ty_Huu-Hai_Phong.html
Duc Tuan Restaurant,-1,"4,0 ","No: 210 - 1/4 str Group 17th, Thành phố Hải Phòng, Cát Bà Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/04/a4/dd/cd/duc-tuan-restaurant.jpg,"hải sản tươi sống, tự chọn, được chế biến bắt mắt và rất ngon. tôi thích nhất là món Tôm Hùm và sò. rất ấn tượng",#31 trên 71 nhà hàng ở Cát Bà,https://www.tripadvisor.com.vn/Restaurant_Review-g737051-d1955000-Reviews-Duc_Tuan_Restaurant-Cat_Ba_Hai_Phong.html
Tanpopo,-1,"4,5 ","19 Lô 22 Lê Hồng Phong Near Sommerset Hotel, Thành phố Hải Phòng 180000 Việt Nam",https://media-cdn.tripadvisor.com/media/photo-s/1a/04/4f/50/sashimi-mix-set-3.jpg,Chúng tôi tìm thấy nhà hàng một cách tình cờ. Đó là chi nhánh mới mở trong ha dài. Đó phải là định mệnh vì chúng tôi rất thích bữa ăn của chúng tôi. Thức ăn rất hoàn hảo và mọi thứ đều có giá...Thêm,#17 trên 124 nhà hàng ở Thành phố Hải Phòng,https://www.tripadvisor.com.vn/Restaurant_Review-g303944-d11906634-Reviews-Tanpopo-Hai_Phong.html
